1081201006	20230121	202301	2023	2023.0575	BUS	INVESTOR						BUS			GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	1	1	1	2.20125786163522	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20230121123000	https://www.bignewsnetwork.com/news/273408086/g-20-cm-yogi-showcasing-cultural-heritage-of-uttar-pradesh-to-guests
1081201007	20230121	202301	2023	2023.0575	BUS	INVESTOR						BUS			GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	1	1	1	2.20125786163522	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20230121123000	https://www.bignewsnetwork.com/news/273408086/g-20-cm-yogi-showcasing-cultural-heritage-of-uttar-pradesh-to-guests
1081201008	20230121	202301	2023	2023.0575	BUS	BUSINESS						BUS			GOV	GOVERNMENT						GOV			0	046	046	04	1	7.0	10	1	10	2.20125786163522	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20230121123000	https://www.bignewsnetwork.com/news/273408086/g-20-cm-yogi-showcasing-cultural-heritage-of-uttar-pradesh-to-guests
1081201009	20230121	202301	2023	2023.0575	BUS	BANK						BUS			IND	BOMBAY	IND								1	020	020	02	1	3.0	6	1	6	2.79605263157895	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20230121123000	https://economictimes.indiatimes.com/industry/banking/finance/banking/yes-bank-to-appeal-bombay-hc-order-even-as-q3-profit-falls/articleshow/97200821.cms
1081201010	20230121	202301	2023	2023.0575	BUS	INVESTOR						BUS			IND	BIHAR	IND								1	0211	021	02	1	3.4	3	1	3	-0.83102493074792	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20230121123000	https://www.desimartini.com/shows/tv/shark-tank-india-2-namita-thapar-shuts-the-troll-slamming-her-for-expertise-why-should-i-be-ashamed-to-accept-that/b76b1d6b15715/
1081201011	20230121	202301	2023	2023.0575	BUS	INVESTOR						BUS			IND	LUCKNOW	IND								1	040	040	04	1	1.0	1	1	1	2.20125786163522	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20230121123000	https://www.bignewsnetwork.com/news/273408086/g-20-cm-yogi-showcasing-cultural-heritage-of-uttar-pradesh-to-guests
1081201012	20230121	202301	2023	2023.0575	BUS	INDUSTRY						BUS			USA	THE US	USA								0	040	040	04	1	1.0	5	1	5	3.40909090909091	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20230121123000	https://www.bignewsnetwork.com/news/273408075/prochem-the-leader-in-powder-handling-joins-hands-with-tapasya-the-leader-in-granulation
1081201013	20230121	202301	2023	2023.0575	BUS	BANK						BUS			USAMED	REUTERS	USA					MED			1	020	020	02	1	3.0	4	1	4	2.79605263157895	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20230121123000	https://economictimes.indiatimes.com/industry/banking/finance/banking/yes-bank-to-appeal-bombay-hc-order-even-as-q3-profit-falls/articleshow/97200821.cms
1081201014	20230121	202301	2023	2023.0575	BUS	COMPANY						BUS			VNM	VIETNAM	VNM								0	036	036	03	1	4.0	10	1	10	2.68065268065268	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20230121123000	https://vir.com.vn/retail-awaits-breakthrough-99359.html
1081201015	20230121	202301	2023	2023.0575	BUSGOV	CORPORATION						BUS	GOV		IND	TAMIL NADU	IND								1	042	042	04	1	1.9	6	1	6	7.61904761904762	4	Thanjavur, Tamil Nadu, India	IN	IN25	17881	10.8	79.15	-2112964	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20230121123000	https://www.thehindu.com/news/cities/Tiruchirapalli/event-to-highlight-cultural-heritage-of-russia-and-india-held/article66416814.ece
1081201016	20230121	202301	2023	2023.0575	CAN	CANADA	CAN								USA	GRAND CANYON	USA								0	020	020	02	1	3.0	1	1	1	-1.29240710823909	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20230121123000	https://www.telegraph.co.uk/theatre/what-to-see/actress-jenna-coleman-talks-doctor-who-serpent-victoria-ahead/
1081201017	20230121	202301	2023	2023.0575	CAN	CANADA	CAN								USA	GRAND CANYON	USA								0	020	020	02	1	3.0	4	1	4	-1.29240710823909	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20230121123000	https://www.telegraph.co.uk/theatre/what-to-see/actress-jenna-coleman-talks-doctor-who-serpent-victoria-ahead/
1081201018	20230121	202301	2023	2023.0575	CHE	DAVOS	CHE								USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	0	4	Davos, Switzerland (general), Switzerland	SZ	SZ00	26294	46.8167	9.83333	-2551751	1	United States	US	US		39.828175	-98.5795	US	4	Davos, Switzerland (general), Switzerland	SZ	SZ00	26294	46.8167	9.83333	-2551751	20230121123000	https://en.mercopress.com/2023/01/21/lula-s-trip-to-argentina-to-include-antarctica-deal
1081201019	20230121	202301	2023	2023.0575	CHE	DAVOS	CHE								USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	0	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230121123000	https://en.mercopress.com/2023/01/21/lula-s-trip-to-argentina-to-include-antarctica-deal
1081201020	20230121	202301	2023	2023.0575	CHN	CHINA	CHN																		1	051	051	05	1	3.4	10	1	10	5.26315789473684	4	Daokou, Liaoning, China	CH	CH19	13182	40.9705	123.803	11214716	0								4	Daokou, Liaoning, China	CH	CH19	13182	40.9705	123.803	11214716	20230121123000	https://english.news.cn/20230121/7af74384cceb444693b299be4e0753e8/c.html
1081201021	20230121	202301	2023	2023.0575	CHN	CHINA	CHN								GOV	ADMINISTRATION						GOV			0	042	042	04	1	1.9	6	1	6	1.1611030478955	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20230121123000	https://english.news.cn/20230121/4a016bc3006245a6995a7d81a0e78b1b/c.html
1081201022	20230121	202301	2023	2023.0575	CHN	CHINA	CHN								GOV	SPACE AGENCY						GOV			1	084	084	08	2	7.0	2	1	2	5.78778135048231	4	Zhang Lu, Shandong, China	CH	CH25	13239	36.2394	115.519	-1938274	4	Tiangong, Sichuan, China	CH	CH32	13003	31.5217	105.934	10341753	4	Tiangong, Sichuan, China	CH	CH32	13003	31.5217	105.934	10341753	20230121123000	https://english.news.cn/20230121/a1e85fe9f18b471fbc486cb42d1cddf9/c.html
1081201023	20230121	202301	2023	2023.0575	CHN	CHINA	CHN								MCOELI	ALBERT	MCO					ELI			0	011	011	01	1	-0.1	4	1	4	-2.10843373493976	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230121123000	https://www.telegraph.co.uk/business/2023/01/21/boris-johnson-venice-on-thames-project-became-ghost-town-plan/
1081201024	20230121	202301	2023	2023.0575	CHR	CHRISTIAN				CHR															0	051	051	05	1	3.4	5	1	5	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	0								4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201025	20230121	202301	2023	2023.0575	CHR	CHRISTIAN				CHR															0	173	173	17	4	-5.0	3	1	3	-10.8504398826979	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230121123000	https://www.nytimes.com/2023/01/21/world/asia/pakistan-blasphemy-laws.html
1081201026	20230121	202301	2023	2023.0575	CHR	CHRISTIAN				CHR					JOR	JORDAN	JOR								0	043	043	04	1	2.8	5	1	5	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201027	20230121	202301	2023	2023.0575	CHR	CHRISTIAN				CHR					JUD	CIRCUIT COURT OF APPEALS						JUD			1	020	020	02	1	3.0	10	1	10	1.88888888888889	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081201028	20230121	202301	2023	2023.0575	CHR	CHRISTIAN				CHR					PRK	NORTH KOREA	PRK								1	043	043	04	1	2.8	10	1	10	-7.4792243767313	1	Afghanistan	AF	AF		33	66	AF	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20230121123000	https://www.washingtonexaminer.com/news/global-christian-persecution-highest-north-korea-brutally-hostile
1081201029	20230121	202301	2023	2023.0575	CHR	CHRISTIAN				CHR					apa	APACHE			apa						1	051	051	05	1	3.4	10	1	10	1.88888888888889	3	Oak Flat, Arizona, United States	US	USAZ	AZ009	32.7434	-109.883	8867	3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081201030	20230121	202301	2023	2023.0575	CHR	CHRISTIAN				CHR					apa	APACHE			apa						1	053	053	05	1	3.8	10	1	10	1.88888888888889	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081201031	20230121	202301	2023	2023.0575	CHRCVL	CHRISTIAN				CHR		CVL			MOSCVL	MUSLIM				MOS		CVL			0	190	190	19	4	-10.0	10	1	10	-10.8504398826979	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230121123000	https://www.nytimes.com/2023/01/21/world/asia/pakistan-blasphemy-laws.html
1081201032	20230121	202301	2023	2023.0575	CHRPRO168	MENNONITE				CHR	PRO				apa	APACHE			apa						0	051	051	05	1	3.4	10	1	10	1.88888888888889	3	Oak Flat, Arizona, United States	US	USAZ	AZ009	32.7434	-109.883	8867	3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081201033	20230121	202301	2023	2023.0575	CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				IRLREL	IRELAND	IRL								1	036	036	03	1	4.0	2	1	2	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201034	20230121	202301	2023	2023.0575	CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				IRLREL	IRELAND	IRL								1	036	036	03	1	4.0	2	1	2	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201035	20230121	202301	2023	2023.0575	CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				JOR	JORDAN	JOR								1	040	040	04	1	1.0	20	1	10	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201036	20230121	202301	2023	2023.0575	CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				REL	BISHOP									1	036	036	03	1	4.0	4	1	4	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201037	20230121	202301	2023	2023.0575	CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				REL	BISHOP									1	036	036	03	1	4.0	2	1	2	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201038	20230121	202301	2023	2023.0575	COP	POLICE COMMISSIONER						COP													1	010	010	01	1	0.0	10	1	10	-2.67379679144385	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20230121123000	https://www.prokerala.com/news/articles/a1383856.html
1081201039	20230121	202301	2023	2023.0575	COP	POLICE						COP													1	042	042	04	1	1.9	10	1	10	-2.67379679144385	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20230121123000	https://www.prokerala.com/news/articles/a1383856.html
1081201040	20230121	202301	2023	2023.0575	COP	POLICE						COP													1	112	112	11	3	-2.0	2	1	2	-9.33786078098472	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Rohini, West Bengal, India	IN	IN28	70296	22.1667	87.0833	-2109512	20230121123000	https://news.webindia123.com/news/Articles/India/20230121/4029392.html
1081201041	20230121	202301	2023	2023.0575	COP	SECURITY OFFICER						COP													0	180	180	18	4	-9.0	8	1	8	-7.1078431372549	4	Braamfontein, Eastern Cape, South Africa	SF	SF05	77321	-31.4113	26.487	-1214423	0								4	Braamfontein, Eastern Cape, South Africa	SF	SF05	77321	-31.4113	26.487	-1214423	20230121123000	https://www.thesouthafrican.com/news/city-power-reports-33-cable-theft-and-vandalism-in-four-days-21-january-2023/
1081201042	20230121	202301	2023	2023.0575	COP	SECURITY OFFICER						COP													0	180	180	18	4	-9.0	2	1	2	-7.1078431372549	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20230121123000	https://www.thesouthafrican.com/news/city-power-reports-33-cable-theft-and-vandalism-in-four-days-21-january-2023/
1081201043	20230121	202301	2023	2023.0575	COP	POLICE						COP													0	193	193	19	4	-10.0	4	1	4	-7.34312416555408	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20230121123000	https://www.prokerala.com/news/articles/a1383858.html
1081201044	20230121	202301	2023	2023.0575	COP	POLICE						COP			CRM	GANG						CRM			1	195	195	19	4	-10.0	10	1	10	-14.1414141414141	0								0								0								20230121123000	https://www.itv.com/news/anglia/2023-01-21/helicopter-captures-arrest-of-ram-raiders-behind-trail-of-havoc-and-misery
1081201045	20230121	202301	2023	2023.0575	COP	POLICE						COP			CVL	CITIZEN						CVL			0	120	120	12	3	-4.0	5	1	5	-4.66058763931104	0								0								0								20230121123000	https://www.citizen-times.com/story/news/local/2023/01/21/asheville-homicide-victim-was-trying-to-turn-his-life-around/69827055007/
1081201046	20230121	202301	2023	2023.0575	COP	PRISON						COP			IRN	IRAN	IRN								1	010	010	01	1	0.0	1	1	1	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201047	20230121	202301	2023	2023.0575	COP	PRISON						COP			IRN	IRAN	IRN								1	010	010	01	1	0.0	1	1	1	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201048	20230121	202301	2023	2023.0575	COP	PRISON						COP			IRQ	IRAQ	IRQ								1	010	010	01	1	0.0	1	1	1	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201049	20230121	202301	2023	2023.0575	COP	PRISON						COP			IRQ	IRAQ	IRQ								1	010	010	01	1	0.0	1	1	1	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201050	20230121	202301	2023	2023.0575	COP	PRISON						COP			IRQ	IRAQI KURDISTAN	IRQ								1	013	013	01	1	0.4	1	1	1	-8	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20230121123000	https://www.al-monitor.com/originals/2023/01/fleeing-repression-irans-kurdish-activists-struggle-find-refuge-iraq
1081201051	20230121	202301	2023	2023.0575	COP	DEPUTY						COP			LEG	LAWMAKER						LEG			1	051	051	05	1	3.4	10	1	10	-10.8504398826979	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230121123000	https://www.nytimes.com/2023/01/21/world/asia/pakistan-blasphemy-laws.html
1081201052	20230121	202301	2023	2023.0575	COP	POLICE						COP			MIL	MILITARY						MIL			1	042	042	04	1	1.9	5	1	5	-5.38461538461538	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	20230121123000	https://www.channelstv.com/2023/01/20/six-primary-school-pupils-abducted-in-nasarawa/
1081201053	20230121	202301	2023	2023.0575	COP	POLICE						COP			MIL	MILITARY						MIL			1	043	043	04	1	2.8	5	1	5	-5.38461538461538	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	20230121123000	https://www.channelstv.com/2023/01/20/six-primary-school-pupils-abducted-in-nasarawa/
1081201054	20230121	202301	2023	2023.0575	COP	POLICE OFFICER						COP			OPP	RIOTER						OPP			0	190	190	19	4	-10.0	8	1	8	-4.17322834645669	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230121123000	https://news.yahoo.com/houses-legal-lieutenant-trump-wars-120000847.html
1081201055	20230121	202301	2023	2023.0575	COP	POLICE OFFICER						COP			OPP	RIOTER						OPP			0	193	193	19	4	-10.0	8	1	8	-4.17322834645669	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230121123000	https://news.yahoo.com/houses-legal-lieutenant-trump-wars-120000847.html
1081201056	20230121	202301	2023	2023.0575	COPGOV	POLICE						COP	GOV		MED	TELEVISION						MED			1	010	010	01	1	0.0	2	1	2	-5.38461538461538	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	20230121123000	https://www.channelstv.com/2023/01/20/six-primary-school-pupils-abducted-in-nasarawa/
1081201057	20230121	202301	2023	2023.0575	COPGOV	POLICE						COP	GOV		MED	TELEVISION						MED			1	010	010	01	1	0.0	8	1	8	-5.38461538461538	4	Nasarawa, Sokoto, Nigeria	NI	NI51	23100	13.0303	5.1938	10483473	4	Nasarawa, Sokoto, Nigeria	NI	NI51	23100	13.0303	5.1938	10483473	4	Nasarawa, Sokoto, Nigeria	NI	NI51	23100	13.0303	5.1938	10483473	20230121123000	https://www.channelstv.com/2023/01/20/six-primary-school-pupils-abducted-in-nasarawa/
1081201058	20230121	202301	2023	2023.0575	CRIGOVBUS	CARLOS MANUEL RODRIGUEZ	CRI					GOV	BUS		IDN	INDONESIA	IDN								1	051	051	05	1	3.4	10	1	10	-4.43285528031291	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	20230121123000	https://www.thestar.com.my/aseanplus/aseanplus-news/2023/01/21/indonesia-receives-rm437mil-for-climate-change-and-biodiversity-fund
1081201059	20230121	202301	2023	2023.0575	CVL	COMMUNITY						CVL													0	010	010	01	1	0.0	2	1	2	1.7825311942959	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								4	Mandya, Karnataka, India	IN	IN19	17692	12.5242	76.8958	-2103756	20230121123000	https://www.prokerala.com/news/articles/a1383860.html
1081201060	20230121	202301	2023	2023.0575	CVL	VOTER						CVL													1	010	010	01	1	0.0	8	1	8	-2.57234726688103	3	Battle Creek, Michigan, United States	US	USMI	MI025	42.3212	-85.1797	620755	0								3	Battle Creek, Michigan, United States	US	USMI		42.3212	-85.1797	620755	20230121123000	https://www.michigancapitolconfidential.com/news/michigan-votes-have-rejected-constitutional-conventions-since-the-1970s
1081201061	20230121	202301	2023	2023.0575	CVL	VOTER						CVL													1	012	012	01	1	-0.4	5	1	5	-3.45454545454545	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230121123000	https://news.yahoo.com/where-biden-racial-justice-agenda-110000665.html
1081201062	20230121	202301	2023	2023.0575	CVL	ENGINEER						CVL													0	020	020	02	1	3.0	4	1	4	-1.61030595813204	3	Great Lakes, Michigan, United States	US	USMI	MI031	45.6875	-84.4375	1783507	0								3	Great Lakes, Michigan, United States	US	USMI		45.6875	-84.4375	1783507	20230121123000	https://news.yahoo.com/cornwall-flooding-lake-drawn-down-110237316.html
1081201063	20230121	202301	2023	2023.0575	CVL	ENGINEER						CVL													0	020	020	02	1	3.0	6	1	6	-1.61030595813204	3	Pigeon River, Michigan, United States	US	USMI	MI149	41.7628	-85.7853	441121	0								3	Pigeon River, Michigan, United States	US	USMI		41.7628	-85.7853	441121	20230121123000	https://news.yahoo.com/cornwall-flooding-lake-drawn-down-110237316.html
