1082617132	20220131	202201	2022	2022.0849	CHN	CHINA	CHN								USAGOV	JOE BIDEN	USA					GOV			0	051	051	05	1	3.4	2	1	2	-0.75705437026841	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230131000000	https://www.stripes.com/theaters/asia_pacific/2023-01-30/military-access-philippine-bases-8941926.html
1082617133	20220131	202201	2022	2022.0849	COP	TROOPER						COP			JUD	FEDERAL COURT						JUD			1	020	020	02	1	3.0	20	1	10	-5.30612244897959	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230131000000	https://www.kcci.com/article/new-york-andrew-cuomo-legal-fees-lawsuit/42691941
1082617134	20220131	202201	2022	2022.0849	COP	TROOPER						COP			JUD	FEDERAL COURT						JUD			1	115	115	11	3	-2.0	20	1	10	-5.30612244897959	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230131000000	https://www.kcci.com/article/new-york-andrew-cuomo-legal-fees-lawsuit/42691941
1082617135	20220131	202201	2022	2022.0849	GOV	PREMIER						GOV			CAN	ALBERTA	CAN								1	190	190	19	4	-10.0	8	1	8	-0.94073377234243	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20230131000000	https://www.torontotelegraph.com/news/273458306/what-the-free-alberta-strategy-gets-wrong-about-canadas-banking-system
1082617136	20220131	202201	2022	2022.0849	JUD	COURT OF APPEALS						JUD													1	120	120	12	3	-4.0	10	1	10	-3.37972166998012	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20230131000000	https://biomassmagazine.com/articles/19709/court-suspends-rfs-obligations-for-2-small-refineries/
1082617137	20220131	202201	2022	2022.0849	JUD	LAWYER						JUD			LAB	UNIONS						LAB			1	173	173	17	4	-5.0	10	1	10	-4.47976878612717	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20230131000000	https://www.kpbs.org/news/local/2023/01/30/uc-intends-to-dock-pay-of-workers-who-went-on-strike
1082617138	20220131	202201	2022	2022.0849	LEG	ASSEMBLAGE						LEG			MOS	MUSLIM				MOS					1	043	043	04	1	2.8	10	1	10	-0.55803571428572	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20230131000000	https://www.telegraphindia.com/opinion/shared-unbelonging-the-burden-of-being-muslim-is-global/cid/1913215
1082617139	20220131	202201	2022	2022.0849	MOS	MUSLIM				MOS					LEG	ASSEMBLAGE						LEG			1	042	042	04	1	1.9	10	1	10	-0.55803571428572	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20230131000000	https://www.telegraphindia.com/opinion/shared-unbelonging-the-burden-of-being-muslim-is-global/cid/1913215
1082617140	20220131	202201	2022	2022.0849	RUS	MOSCOW	RUS								TUR	ANKARA	TUR								1	040	040	04	1	1.0	4	1	4	4.82758620689656	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230131000000	https://www.macaubusiness.com/turkey-to-purchase-natural-gas-from-oman-minister/
1082617141	20220131	202201	2022	2022.0849	RUS	MOSCOW	RUS								TUR	ANKARA	TUR								1	040	040	04	1	1.0	2	1	2	4.82758620689656	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230131000000	https://www.macaubusiness.com/turkey-to-purchase-natural-gas-from-oman-minister/
1082617142	20220131	202201	2022	2022.0849	RUS	RUSSIA	RUS								TUR	TURKEY	TUR								1	040	040	04	1	1.0	2	1	2	4.82758620689656	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230131000000	https://www.macaubusiness.com/turkey-to-purchase-natural-gas-from-oman-minister/
1082617143	20220131	202201	2022	2022.0849	RUS	MOSCOW	RUS								TUR	ANKARA	TUR								1	040	040	04	1	1.0	2	1	2	4.82758620689656	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230131000000	https://www.macaubusiness.com/turkey-to-purchase-natural-gas-from-oman-minister/
1082617144	20220131	202201	2022	2022.0849	TUR	ANKARA	TUR								RUS	MOSCOW	RUS								1	040	040	04	1	1.0	4	1	4	4.82758620689656	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230131000000	https://www.macaubusiness.com/turkey-to-purchase-natural-gas-from-oman-minister/
1082617145	20220131	202201	2022	2022.0849	TUR	ANKARA	TUR								RUS	MOSCOW	RUS								1	040	040	04	1	1.0	2	1	2	4.82758620689656	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230131000000	https://www.macaubusiness.com/turkey-to-purchase-natural-gas-from-oman-minister/
1082617146	20220131	202201	2022	2022.0849	TUR	TURKEY	TUR								RUS	RUSSIA	RUS								1	040	040	04	1	1.0	2	1	2	4.82758620689656	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230131000000	https://www.macaubusiness.com/turkey-to-purchase-natural-gas-from-oman-minister/
1082617147	20220131	202201	2022	2022.0849	TUR	ANKARA	TUR								RUS	MOSCOW	RUS								1	040	040	04	1	1.0	2	1	2	4.82758620689656	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230131000000	https://www.macaubusiness.com/turkey-to-purchase-natural-gas-from-oman-minister/
1082617148	20220131	202201	2022	2022.0849	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	166	166	16	4	-7.0	1	1	1	-1.90058479532164	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	United States	US	US		39.828175	-98.5795	US	20230131000000	https://www.cbc.ca/news/politics/rcmp-sinclair-radio-spot-audit-china-1.6730661
1082617149	20220131	202201	2022	2022.0849	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	166	166	16	4	-7.0	1	1	1	-1.90058479532164	1	United States	US	US		39.828175	-98.5795	US	1	China	CH	CH		35	105	CH	1	United States	US	US		39.828175	-98.5795	US	20230131000000	https://www.cbc.ca/news/politics/rcmp-sinclair-radio-spot-audit-china-1.6730661
1082617150	20220131	202201	2022	2022.0849	USAGOV	JOE BIDEN	USA					GOV													0	013	013	01	1	0.4	3	1	3	-0.75705437026841	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230131000000	https://www.stripes.com/theaters/asia_pacific/2023-01-30/military-access-philippine-bases-8941926.html
1082617151	20220131	202201	2022	2022.0849	USAGOV	JOE BIDEN	USA					GOV													0	013	013	01	1	0.4	1	1	1	-0.75705437026841	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230131000000	https://www.stripes.com/theaters/asia_pacific/2023-01-30/military-access-philippine-bases-8941926.html
1082617152	20220131	202201	2022	2022.0849	USAGOV	JOE BIDEN	USA					GOV													0	013	013	01	1	0.4	2	1	2	-0.75705437026841	1	Japan	JA	JA		36	138	JA	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230131000000	https://www.stripes.com/theaters/asia_pacific/2023-01-30/military-access-philippine-bases-8941926.html
1082617153	20220131	202201	2022	2022.0849	USAGOV	JOE BIDEN	USA					GOV													0	051	051	05	1	3.4	4	1	4	-0.75705437026841	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230131000000	https://www.stripes.com/theaters/asia_pacific/2023-01-30/military-access-philippine-bases-8941926.html
1082617154	20220131	202201	2022	2022.0849	USAGOV	JOE BIDEN	USA					GOV													0	051	051	05	1	3.4	2	1	2	-0.75705437026841	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230131000000	https://www.stripes.com/theaters/asia_pacific/2023-01-30/military-access-philippine-bases-8941926.html
1082617155	20230101	202301	2023	2023.0027											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	-2.85433070866141	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230131000000	http://www.deccanchronicle.com/opinion/columnists/300123/mohan-guruswamy-rrr-its-just-a-vulgar-distortion-of-history.html
1082617156	20230101	202301	2023	2023.0027	GBR	UNITED KINGDOM	GBR																		1	043	043	04	1	2.8	4	1	4	-2.85433070866141	1	United Kingdom	UK	UK		54	-4	UK	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20230131000000	http://www.deccanchronicle.com/opinion/columnists/300123/mohan-guruswamy-rrr-its-just-a-vulgar-distortion-of-history.html
1082617157	20230101	202301	2023	2023.0027	HLH	PHYSICIAN						HLH													0	1043	104	10	3	-5.0	2	1	2	-2.47329960652052	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20230131000000	https://www.kpbs.org/news/news/health/2023/01/30/a-baby-spent-36-days-at-an-in-network-hospital-why-did-her-parents-get-a-huge-bill
1082617158	20230101	202301	2023	2023.0027	HLH	PHYSICIAN						HLH													0	1043	104	10	3	-5.0	3	1	3	-2.47329960652052	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20230131000000	https://www.kpbs.org/news/news/health/2023/01/30/a-baby-spent-36-days-at-an-in-network-hospital-why-did-her-parents-get-a-huge-bill
1082617159	20230101	202301	2023	2023.0027	USA	UNITED STATES	USA								LEGJUD	SENATE						LEG	JUD		1	120	120	12	3	-4.0	4	1	4	-1.68776371308017	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230131000000	https://nystateofpolitics.com/state-of-politics/new-york/ny-state-of-politics/2023/01/30/new-york-lawmakers-seek-disclosure-in-nomination-campaigns
1082617160	20230124	202301	2023	2023.0658											USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	-6.47948164146868	0								3	San Juan County, Utah, United States	US	USUT		37.7505	-109.501	1448032	3	San Juan County, Utah, United States	US	USUT		37.7505	-109.501	1448032	20230131000000	https://www.washingtonexaminer.com/news/utah-county-commissioner-threatens-cop-son-arrest
1082617161	20230124	202301	2023	2023.0658	AFG	KABUL	AFG								NGODEV	CARE INTERNATIONAL						NGO	DEV		1	043	043	04	1	2.8	10	2	10	-1.25173852573018	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230131000000	https://www.afghanistansun.com/news/273458414/humanitarians-await-taliban-guidelines-on-women-aid-workers
1082617162	20230124	202301	2023	2023.0658	AFGINSTAL	TALIBAN	AFG	TAL				INS			IGOUNOKID	UNICEF		UNO				IGO			1	040	040	04	1	1.0	6	2	6	-1.25173852573018	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230131000000	https://www.afghanistansun.com/news/273458414/humanitarians-await-taliban-guidelines-on-women-aid-workers
1082617163	20230124	202301	2023	2023.0658	AFGINSTAL	TALIBAN	AFG	TAL				INS			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	2	2	-1.25173852573018	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230131000000	https://www.afghanistansun.com/news/273458414/humanitarians-await-taliban-guidelines-on-women-aid-workers
1082617164	20230124	202301	2023	2023.0658	AFGINSTAL	TALIBAN	AFG	TAL				INS			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	2	2	-1.25173852573018	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230131000000	https://www.afghanistansun.com/news/273458414/humanitarians-await-taliban-guidelines-on-women-aid-workers
1082617165	20230124	202301	2023	2023.0658	CAN	CANADA	CAN								GOVHLH	MINIST OF HEALTH						GOV	HLH		0	040	040	04	1	1.0	3	1	3	-1.34575569358178	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20230131000000	https://www.intelligencer.ca:443/news/local-news/policy-change-leads-to-rural-clinic-closure
1082617166	20230124	202301	2023	2023.0658	CAN	CANADA	CAN								GOVHLH	MINIST OF HEALTH						GOV	HLH		0	044	044	04	1	2.5	3	1	3	-1.34575569358178	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20230131000000	https://www.intelligencer.ca:443/news/local-news/policy-change-leads-to-rural-clinic-closure
1082617167	20230124	202301	2023	2023.0658	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	166	166	16	4	-7.0	2	1	2	-0.75705437026841	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230131000000	https://www.stripes.com/theaters/asia_pacific/2023-01-30/military-access-philippine-bases-8941926.html
1082617168	20230124	202301	2023	2023.0658	CHN	CHINESE	CHN								PHL	PHILIPPINE	PHL								0	166	166	16	4	-7.0	5	1	5	-0.75705437026841	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230131000000	https://www.stripes.com/theaters/asia_pacific/2023-01-30/military-access-philippine-bases-8941926.html
1082617169	20230124	202301	2023	2023.0658	CHN	CHINESE	CHN								PHL	PHILIPPINE	PHL								0	166	166	16	4	-7.0	1	1	1	-0.75705437026841	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230131000000	https://www.stripes.com/theaters/asia_pacific/2023-01-30/military-access-philippine-bases-8941926.html
1082617170	20230124	202301	2023	2023.0658	GOV	GOVERNMENT						GOV													1	051	051	05	1	3.4	10	1	10	-0.37950664136622	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20230131000000	http://www.deccanchronicle.com/nation/politics/300123/governor-wins-second-round-of-battle-against-ts-govt-in-less-than-a-we.html
1082617171	20230124	202301	2023	2023.0658	IGOUNOKID	UNICEF		UNO				IGO			AFGINSTAL	TALIBAN	AFG	TAL				INS			1	040	040	04	1	1.0	6	2	6	-1.25173852573018	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230131000000	https://www.afghanistansun.com/news/273458414/humanitarians-await-taliban-guidelines-on-women-aid-workers
1082617172	20230124	202301	2023	2023.0658	JUD	PROSECUTOR						JUD			IRN	IRANIAN	IRN								0	112	112	11	3	-2.0	2	1	2	-5.17241379310345	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20230131000000	https://www.upi.com/Top_News/US/2023/01/30/antony-blinken-visits-jerusalem-iranian-nuclear-weapons-netanyahu/9071675119124/
1082617173	20230124	202301	2023	2023.0658	JUD	PROSECUTOR						JUD			IRN	IRANIAN	IRN								0	112	112	11	3	-2.0	2	1	2	-5.17241379310345	1	United States	US	US		39.828175	-98.5795	US	1	Iran	IR	IR		32	53	IR	1	United States	US	US		39.828175	-98.5795	US	20230131000000	https://www.upi.com/Top_News/US/2023/01/30/antony-blinken-visits-jerusalem-iranian-nuclear-weapons-netanyahu/9071675119124/
1082617174	20230124	202301	2023	2023.0658	JUD	PROSECUTOR						JUD			IRNOPP	IRANIAN	IRN					OPP			0	112	112	11	3	-2.0	6	1	6	-5.17241379310345	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20230131000000	https://www.upi.com/Top_News/US/2023/01/30/antony-blinken-visits-jerusalem-iranian-nuclear-weapons-netanyahu/9071675119124/
1082617175	20230124	202301	2023	2023.0658	JUD	PROSECUTOR						JUD			MED	JOURNALIST						MED			0	112	112	11	3	-2.0	8	1	8	-5.17241379310345	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20230131000000	https://www.upi.com/Top_News/US/2023/01/30/antony-blinken-visits-jerusalem-iranian-nuclear-weapons-netanyahu/9071675119124/
1082617176	20230124	202301	2023	2023.0658	JUD	PROSECUTOR						JUD			MED	JOURNALIST						MED			0	112	112	11	3	-2.0	2	1	2	-5.17241379310345	1	United States	US	US		39.828175	-98.5795	US	1	Iran	IR	IR		32	53	IR	1	United States	US	US		39.828175	-98.5795	US	20230131000000	https://www.upi.com/Top_News/US/2023/01/30/antony-blinken-visits-jerusalem-iranian-nuclear-weapons-netanyahu/9071675119124/
1082617177	20230124	202301	2023	2023.0658	MED	MEDIA						MED													1	115	115	11	3	-2.0	2	1	2	-7.56302521008403	3	Brevard County, Florida, United States	US	USFL	FL009	28.292	-80.7492	295749	0								3	Brevard County, Florida, United States	US	USFL		28.292	-80.7492	295749	20230131000000	https://www.10tv.com/article/news/nation-world/brevard-county-sheriff-sued-defamation-wheel-of-fugitive/67-72fc84ba-72c9-4e4d-a452-e62627bc6490
1082617178	20230124	202301	2023	2023.0658	MNCUSA	NETFLIX	USA					MNC			BUS	INVESTOR						BUS			0	010	010	01	1	0.0	5	1	5	-1.74897119341564	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	20230131000000	https://www.cbsnews.com/news/netflix-password-sharing-limits-crackdown-how-it-could-work/
1082617179	20230124	202301	2023	2023.0658	MNCUSA	NETFLIX	USA					MNC			BUS	INVESTOR						BUS			0	010	010	01	1	0.0	5	1	5	-1.74897119341564	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230131000000	https://www.cbsnews.com/news/netflix-password-sharing-limits-crackdown-how-it-could-work/
1082617180	20230124	202301	2023	2023.0658	NGODEV	CARE INTERNATIONAL						NGO	DEV		AFG	KABUL	AFG								1	042	042	04	1	1.9	10	2	10	-1.25173852573018	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230131000000	https://www.afghanistansun.com/news/273458414/humanitarians-await-taliban-guidelines-on-women-aid-workers
1082617181	20230124	202301	2023	2023.0658	USA	UNITED STATES	USA																		1	016	016	01	1	-2.0	1	1	1	-10.204081632653	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								3	Idaho Springs, Colorado, United States	US	USCO		39.7425	-105.514	204710	20230131000000	https://www.durangoherald.com/articles/officer-wants-charges-dismissed-in-shooting-of-stranded-man/
1082617182	20230124	202301	2023	2023.0658	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	4	1	4	-6.47948164146868	3	San Juan County, Utah, United States	US	USUT	UT037	37.7505	-109.501	1448032	0								3	San Juan County, Utah, United States	US	USUT		37.7505	-109.501	1448032	20230131000000	https://www.washingtonexaminer.com/news/utah-county-commissioner-threatens-cop-son-arrest
