1079963128	20230113	202301	2023	2023.0356	COP	TROOPER						COP			USA	ALABAMA	USA								0	111	111	11	3	-2.0	2	1	2	-6.19158878504673	3	Louisville, Kentucky, United States	US	USKY	KY111	38.2542	-85.7594	509453	3	Louisville, Kentucky, United States	US	USKY	KY111	38.2542	-85.7594	509453	3	Mercer County, Kentucky, United States	US	USKY		37.8334	-84.8666	516930	20230113030000	https://www.wccbcharlotte.com/2023/01/12/at-least-6-dead-in-alabama-tornado-outbreak/
1079963129	20230113	202301	2023	2023.0356	COP	POLICE						COP			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	2	1	2	-5.96658711217184	3	Fort Thomas, Kentucky, United States	US	USKY	KY037	39.0751	-84.4472	492357	3	Fort Thomas, Kentucky, United States	US	USKY		39.0751	-84.4472	492357	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20230113030000	https://www.wlwt.com/article/group-of-out-of-state-men-arrested-in-fort-thomas-may-be-connected-to-felony-lane-gang/42478753
1079963130	20230113	202301	2023	2023.0356	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-5.96658711217184	3	Fort Thomas, Kentucky, United States	US	USKY	KY037	39.0751	-84.4472	492357	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20230113030000	https://www.wlwt.com/article/group-of-out-of-state-men-arrested-in-fort-thomas-may-be-connected-to-felony-lane-gang/42478753
1079963131	20230113	202301	2023	2023.0356	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-5.60747663551402	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230113030000	https://www.mdjonline.com/tribune/georgia/check-forged-on-crossville-church-account/article_5d589537-7ca9-5e07-80fd-b596f024cc8c.html
1079963132	20230113	202301	2023	2023.0356	COP	POLICE						COP			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	1	1	1	-5.96658711217184	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230113030000	https://www.wlwt.com/article/group-of-out-of-state-men-arrested-in-fort-thomas-may-be-connected-to-felony-lane-gang/42478753
1079963133	20230113	202301	2023	2023.0356	COP	POLICE						COP			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	1	1	1	-5.96658711217184	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	3	Fort Thomas, Kentucky, United States	US	USKY		39.0751	-84.4472	492357	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20230113030000	https://www.wlwt.com/article/group-of-out-of-state-men-arrested-in-fort-thomas-may-be-connected-to-felony-lane-gang/42478753
1079963134	20230113	202301	2023	2023.0356	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-5.96658711217184	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20230113030000	https://www.wlwt.com/article/group-of-out-of-state-men-arrested-in-fort-thomas-may-be-connected-to-felony-lane-gang/42478753
1079963135	20230113	202301	2023	2023.0356	COP	POLICE						COP			USABUS	UNITED STATES	USA					BUS			1	084	084	08	2	7.0	2	1	2	0.41666666666666	3	Bluefield, West Virginia, United States	US	USWV	WV055	37.2698	-81.2223	1553939	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	3	Bluefield, West Virginia, United States	US	USWV	WV055	37.2698	-81.2223	1553939	20230113030000	https://www.mdjonline.com/tribune/georgia/24-year-old-dad-of-2-electrocuted-in-work-accident-wv-police-say-very-special/article_c6c679e5-d1f7-5fdc-ae69-20b3c7f34d04.html
1079963136	20230113	202301	2023	2023.0356	COP	POLICE						COP			USABUS	UNITED STATES	USA					BUS			1	084	084	08	2	7.0	2	1	2	0.41666666666666	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20230113030000	https://www.mdjonline.com/tribune/georgia/24-year-old-dad-of-2-electrocuted-in-work-accident-wv-police-say-very-special/article_c6c679e5-d1f7-5fdc-ae69-20b3c7f34d04.html
1079963137	20230113	202301	2023	2023.0356	COPGOVMIL	DEPUTY						COP	GOV	MIL											1	010	010	01	1	0.0	1	1	1	-8.09628008752735	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963138	20230113	202301	2023	2023.0356	CRM	GANG						CRM													0	090	090	09	2	-2.0	10	1	10	-4.19354838709678	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20230113030000	https://www.thehindu.com/news/national/telangana/village-development-committees-hold-people-to-ransom/article66365377.ece
1079963139	20230113	202301	2023	2023.0356	CRM	CRIMINAL						CRM													0	180	180	18	4	-9.0	10	1	10	-5.71428571428572	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	0								4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20230113030000	https://www.dawn.com/news/1731342/murder-charges-included-in-fir-of-girls-death-at-seaview
1079963140	20230113	202301	2023	2023.0356	CRM	MAFIA						CRM			COP	POLICE						COP			1	090	090	09	2	-2.0	2	1	2	-8.14814814814815	4	Chakri, Punjab, Pakistan	PK	PK04	23674	33.2923	72.7618	-2757684	4	Chakri, Punjab, Pakistan	PK	PK04	23674	33.2923	72.7618	-2757684	4	Chakri, Punjab, Pakistan	PK	PK04	23674	33.2923	72.7618	-2757684	20230113030000	https://www.dawn.com/news/1731302/one-killed-in-another-clash-in-chakri
1079963141	20230113	202301	2023	2023.0356	CRM	ASSAILANT						CRM			COP	POLICE						COP			0	186	186	18	4	-10.0	10	1	10	-7.4235807860262	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20230113030000	https://www.dawn.com/news/1731292/ied-blast-destroys-private-clinic-in-di-khan
1079963142	20230113	202301	2023	2023.0356	CRM	DEALER						CRM			GOV	ADMINISTRATION						GOV			0	020	020	02	1	3.0	10	1	10	-2.69413629160063	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20230113030000	https://www.dawn.com/news/1731294/punjab-responsible-for-flour-crisis-in-kp-insist-dealers
1079963143	20230113	202301	2023	2023.0356	CRM	MAFIA						CRM			PAK	PAKISTAN	PAK								1	090	090	09	2	-2.0	8	1	8	-8.14814814814815	4	Chakri, Punjab, Pakistan	PK	PK04	23674	33.2923	72.7618	-2757684	4	Chakri, Punjab, Pakistan	PK	PK04	23674	33.2923	72.7618	-2757684	4	Chakri, Punjab, Pakistan	PK	PK04	23674	33.2923	72.7618	-2757684	20230113030000	https://www.dawn.com/news/1731302/one-killed-in-another-clash-in-chakri
1079963144	20230113	202301	2023	2023.0356	CRM	GANG						CRM			PTY	POLITICAL PARTIES									1	112	112	11	3	-2.0	10	1	10	-2.51937984496124	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20230113030000	https://thewire.in/politics/heres-why-the-jodo-jodo-gang-and-its-exertions-matter
1079963145	20230113	202301	2023	2023.0356	CUB	CUBA	CUB								GOV	MINIST OF FOREIGN AFFAIRS						GOV			1	040	040	04	1	1.0	10	1	10	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963146	20230113	202301	2023	2023.0356	CUB	CUBA	CUB								UKR	UKRAINE	UKR								0	014	014	01	1	0.0	8	1	8	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	1	Ukraine	UP	UP		49	32	UP	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963147	20230113	202301	2023	2023.0356	CUB	CUBA	CUB								UKR	UKRAINE	UKR								0	014	014	01	1	0.0	2	1	2	-1.80806675938803	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963148	20230113	202301	2023	2023.0356	CUB	HAVANA	CUB								USA	WASHINGTON	USA								0	036	036	03	1	4.0	4	1	4	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963149	20230113	202301	2023	2023.0356	CUB	HAVANA	CUB								USA	WASHINGTON	USA								0	036	036	03	1	4.0	6	1	6	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963150	20230113	202301	2023	2023.0356	CUB	HAVANA	CUB								USA	WASHINGTON	USA								0	042	042	04	1	1.9	4	1	4	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963151	20230113	202301	2023	2023.0356	CUB	HAVANA	CUB								USA	WASHINGTON	USA								0	042	042	04	1	1.9	6	1	6	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963152	20230113	202301	2023	2023.0356	CUB	CUBA	CUB								USA	THE US	USA								0	190	190	19	4	-10.0	8	1	8	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963153	20230113	202301	2023	2023.0356	CUB	CUBA	CUB								USA	THE US	USA								0	190	190	19	4	-10.0	2	1	2	-1.80806675938803	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963154	20230113	202301	2023	2023.0356	CUB	CUBAN	CUB								USAGOV	US OFFICIAL	USA					GOV			0	040	040	04	1	1.0	10	1	10	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963155	20230113	202301	2023	2023.0356	CUB	CUBAN	CUB								USAGOV	US OFFICIAL	USA					GOV			0	046	046	04	1	7.0	10	1	10	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963156	20230113	202301	2023	2023.0356	CUBGOV	CUBA	CUB					GOV													1	040	040	04	1	1.0	2	1	2	-1.80806675938803	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20230113030000	https://peoplesdispatch.org/2023/01/13/where-are-relations-between-cuba-and-the-united-states-today/
1079963157	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL													1	010	010	01	1	0.0	10	1	10	-4.27807486631016	4	Glen Eden, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.9167	174.65	-1509939	0								4	Glen Eden, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.9167	174.65	-1509939	20230113030000	http://www.msn.com/en-nz/news/national/my-car-died-motorists-find-water-in-tanks-after-filling-up-at-auckland-petrol-station/ar-AA16i4aC
1079963158	20230113	202301	2023	2023.0356	CVL	VILLAGE						CVL													1	010	010	01	1	0.0	10	1	10	-4.19354838709678	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20230113030000	https://www.thehindu.com/news/national/telangana/village-development-committees-hold-people-to-ransom/article66365377.ece
1079963159	20230113	202301	2023	2023.0356	CVL	TRAVELER						CVL													1	010	010	01	1	0.0	3	1	3	0.09661835748793	3	Ketchikan, Alaska, United States	US	USAK	AK130	55.3422	-131.646	1423039	0								3	Ketchikan, Alaska, United States	US	USAK	AK130	55.3422	-131.646	1423039	20230113030000	https://www.kstk.org/2023/01/12/wrangell-government-establishes-new-position-to-market-the-community-itself/
1079963160	20230113	202301	2023	2023.0356	CVL	SETTLEMENT						CVL													1	010	010	01	1	0.0	1	1	1	-2.41657077100115	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963161	20230113	202301	2023	2023.0356	CVL	VILLAGER						CVL													0	017	017	01	1	0.0	10	1	10	-4.19354838709678	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20230113030000	https://www.thehindu.com/news/national/telangana/village-development-committees-hold-people-to-ransom/article66365377.ece
1079963162	20230113	202301	2023	2023.0356	CVL	POPULATION						CVL													1	017	017	01	1	0.0	2	1	2	1.75879396984924	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20230113030000	https://www.lagrandeobserver.com/news/local/center-for-human-development-received-funding-to-provide-housing-for-people-with-behavioral-health-needs/article_18dbebc8-9217-11ed-a10b-97540f899a80.html
1079963163	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL													0	020	020	02	1	3.0	30	1	30	-3.16126381156679	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20230113030000	https://www.tucsonsentinel.com/nationworld/comments/011223_biden_special_counsel/
1079963164	20230113	202301	2023	2023.0356	CVL	POPULATION						CVL													0	043	043	04	1	2.8	5	1	5	-2.41657077100115	4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	0								4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963165	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL													1	043	043	04	1	2.8	3	1	3	0.09661835748793	3	Ketchikan, Alaska, United States	US	USAK	AK130	55.3422	-131.646	1423039	0								3	Ketchikan, Alaska, United States	US	USAK	AK130	55.3422	-131.646	1423039	20230113030000	https://www.kstk.org/2023/01/12/wrangell-government-establishes-new-position-to-market-the-community-itself/
1079963166	20230113	202301	2023	2023.0356	CVL	TOURIST						CVL													1	060	060	06	2	6.0	10	1	10	-0.94876660341556	4	Combined Military Hospital, Punjab, Pakistan	PK	PK04	23674	33.5807	73.0511	10518162	0								4	Combined Military Hospital, Punjab, Pakistan	PK	PK04	23674	33.5807	73.0511	10518162	20230113030000	https://www.dawn.com/news/1731301/punjab-govt-prioritises-tourists-safety-during-snowfall-in-murree
1079963167	20230113	202301	2023	2023.0356	CVL	TOURIST						CVL													1	070	070	07	2	7.0	2	1	2	-0.94876660341556	4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230113030000	https://www.dawn.com/news/1731301/punjab-govt-prioritises-tourists-safety-during-snowfall-in-murree
1079963168	20230113	202301	2023	2023.0356	CVL	TOURIST						CVL													1	070	070	07	2	7.0	8	1	8	-0.94876660341556	4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	0								4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	20230113030000	https://www.dawn.com/news/1731301/punjab-govt-prioritises-tourists-safety-during-snowfall-in-murree
1079963169	20230113	202301	2023	2023.0356	CVL	POPULATION						CVL													1	071	071	07	2	7.4	2	1	2	1.75879396984924	3	Union County, Oregon, United States	US	USOR	OR061	45.3665	-118.001	1164165	0								3	Union County, Oregon, United States	US	USOR		45.3665	-118.001	1164165	20230113030000	https://www.lagrandeobserver.com/news/local/center-for-human-development-received-funding-to-provide-housing-for-people-with-behavioral-health-needs/article_18dbebc8-9217-11ed-a10b-97540f899a80.html
1079963170	20230113	202301	2023	2023.0356	CVL	VILLAGE						CVL													1	100	100	10	3	-5.0	10	1	10	-4.19354838709678	4	Siddapur, Karnataka, India	IN	IN19	17696	14.3333	74.8833	-2111219	0								4	Siddapur, Karnataka, India	IN	IN19	17696	14.3333	74.8833	-2111219	20230113030000	https://www.thehindu.com/news/national/telangana/village-development-committees-hold-people-to-ransom/article66365377.ece
1079963171	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL													0	110	110	11	3	-2.0	30	1	30	-3.16126381156679	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20230113030000	https://www.tucsonsentinel.com/nationworld/comments/011223_biden_special_counsel/
1079963172	20230113	202301	2023	2023.0356	CVL	TOURIST						CVL													1	114	114	11	3	-2.0	10	1	10	-0.94876660341556	4	Combined Military Hospital, Punjab, Pakistan	PK	PK04	23674	33.5807	73.0511	10518162	0								4	Combined Military Hospital, Punjab, Pakistan	PK	PK04	23674	33.5807	73.0511	10518162	20230113030000	https://www.dawn.com/news/1731301/punjab-govt-prioritises-tourists-safety-during-snowfall-in-murree
1079963173	20230113	202301	2023	2023.0356	CVL	VILLAGE						CVL													1	163	163	16	4	-8.0	10	1	10	-4.19354838709678	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20230113030000	https://www.thehindu.com/news/national/telangana/village-development-committees-hold-people-to-ransom/article66365377.ece
1079963174	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL													0	163	163	16	4	-8.0	10	1	10	-4.19354838709678	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20230113030000	https://www.thehindu.com/news/national/telangana/village-development-committees-hold-people-to-ransom/article66365377.ece
1079963175	20230113	202301	2023	2023.0356	CVL	CITIZEN						CVL			BUS	PRODUCER						BUS			0	010	010	01	1	0.0	3	1	3	3.94321766561514	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	20230113030000	https://menafn.com/1105422493/Motion-And-Post-Producers-Get-Opportunity-To-Level-Up-Their-Skills-With-Launch-Of-Deducers
1079963176	20230113	202301	2023	2023.0356	CVL	CITIZEN						CVL			BUS	PRODUCER						BUS			0	010	010	01	1	0.0	2	1	2	3.94321766561514	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20230113030000	https://menafn.com/1105422493/Motion-And-Post-Producers-Get-Opportunity-To-Level-Up-Their-Skills-With-Launch-Of-Deducers
1079963177	20230113	202301	2023	2023.0356	CVL	NEIGHBORHOOD						CVL			BUS	CORPORATION						BUS			1	036	036	03	1	4.0	2	1	2	2.12765957446808	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230113030000	https://953thebear.com/ixp/993/p/naca-mlk-homebuyer-event-happening-in-hale-county/
1079963178	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL			LEG	CHAMBER						LEG			1	062	062	06	2	7.4	10	1	10	0	0								0								0								20230113030000	https://ktvz.com/news/business/2023/01/12/heres-a-chance-to-buy-a-house-bend-chamber-land-trust-partner-on-workforce-housing-pilot-project/
1079963179	20230113	202301	2023	2023.0356	CVL	VILLAGE						CVL			PAK	RAWALPINDI	PAK								1	190	190	19	4	-10.0	6	1	6	-8.14814814814815	4	Chakri, Punjab, Pakistan	PK	PK04	23674	33.2923	72.7618	-2757684	4	Rawalpindi, Punjab, Pakistan	PK	PK04	23674	33.6	73.0667	-2772585	4	Rawalpindi, Punjab, Pakistan	PK	PK04	23674	33.6	73.0667	-2772585	20230113030000	https://www.dawn.com/news/1731302/one-killed-in-another-clash-in-chakri
1079963180	20230113	202301	2023	2023.0356	CVL	RESIDENTS						CVL			UAF	MILITANT						UAF			0	030	030	03	1	4.0	10	1	10	-0.518134715025901	0								0								0								20230113030000	https://www.dawn.com/news/1731291/jirga-promises-help-against-militants
1079963181	20230113	202301	2023	2023.0356	CVL	RESIDENTS						CVL			UAF	MILITANT						UAF			0	170	170	17	4	-7.0	10	1	10	-0.518134715025901	0								0								0								20230113030000	https://www.dawn.com/news/1731291/jirga-promises-help-against-militants
1079963182	20230113	202301	2023	2023.0356	CVL	TRAVELER						CVL			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	0.09661835748793	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20230113030000	https://www.kstk.org/2023/01/12/wrangell-government-establishes-new-position-to-market-the-community-itself/
1079963183	20230113	202301	2023	2023.0356	CVL	NEIGHBORHOOD						CVL			USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	2.12765957446808	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230113030000	https://953thebear.com/ixp/993/p/naca-mlk-homebuyer-event-happening-in-hale-county/
1079963184	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	0.09661835748793	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20230113030000	https://www.kstk.org/2023/01/12/wrangell-government-establishes-new-position-to-market-the-community-itself/
1079963185	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL			USA	LOS ANGELES	USA								0	051	051	05	1	3.4	2	1	2	-5.51724137931034	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20230113030000	https://www.bet.com/article/l2eajn/cousin-of-black-lives-matter-co-founder-patrisse-cullors-dies-after-being-repeatedly-tased-by-lapd
1079963186	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL			USA	LOS ANGELES	USA								0	051	051	05	1	3.4	2	1	2	-5.51724137931034	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230113030000	https://www.bet.com/article/l2eajn/cousin-of-black-lives-matter-co-founder-patrisse-cullors-dies-after-being-repeatedly-tased-by-lapd
1079963187	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL			USA	LOS ANGELES	USA								0	100	100	10	3	-5.0	2	1	2	-5.51724137931034	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20230113030000	https://www.bet.com/article/l2eajn/cousin-of-black-lives-matter-co-founder-patrisse-cullors-dies-after-being-repeatedly-tased-by-lapd
1079963188	20230113	202301	2023	2023.0356	CVL	COMMUNITY						CVL			USA	LOS ANGELES	USA								0	100	100	10	3	-5.0	2	1	2	-5.51724137931034	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230113030000	https://www.bet.com/article/l2eajn/cousin-of-black-lives-matter-co-founder-patrisse-cullors-dies-after-being-repeatedly-tased-by-lapd
1079963189	20230113	202301	2023	2023.0356	CVL	NEIGHBORHOOD						CVL			USABUS	UNITED STATES	USA					BUS			1	036	036	03	1	4.0	4	1	4	2.12765957446808	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230113030000	https://953thebear.com/ixp/993/p/naca-mlk-homebuyer-event-happening-in-hale-county/
