1081057327	20230120	202301	2023	2023.0548	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	KABUL	AFG								1	043	043	04	1	2.8	20	2	20	-1.41770563788912	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230120131500	https://www.bbc.co.uk/news/world-asia-64341817
1081057328	20230120	202301	2023	2023.0548	AFGINSTALUAF	TALIBAN	AFG	TAL				INS	UAF		GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	2	1	2	-2.16450216450216	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20230120131500	https://www.arabnews.com/node/2235956/world
1081057329	20230120	202301	2023	2023.0548	AFGINSTALUAF	TALIBAN	AFG	TAL				INS	UAF		GOV	PRINCE						GOV			1	1123	112	11	3	-2.0	3	1	3	-2.16450216450216	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20230120131500	https://www.arabnews.com/node/2235956/world
1081057330	20230120	202301	2023	2023.0548	AFGINSTALUAF	TALIBAN	AFG	TAL				INS	UAF		GOV	PRINCE						GOV			1	190	190	19	4	-10.0	3	1	3	-2.16450216450216	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20230120131500	https://www.arabnews.com/node/2235956/world
1081057331	20230120	202301	2023	2023.0548	AFR	AFRICA	AFR																		1	051	051	05	1	3.4	4	1	4	2.88461538461539	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20230120131500	https://www.enca.com/news/2022-matric-results-teacher-union-lauds-teacher-efforts
1081057332	20230120	202301	2023	2023.0548	AFR	AFRICA	AFR								MED	BLOG						MED			1	042	042	04	1	1.9	2	1	2	5.60165975103734	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20230120131500	https://www.finanznachrichten.de/nachrichten-2023-01/58110409-plentisoft-new-food-cake-baking-blog-launched-by-cape-cook-s-shelley-ann-kirsten-296.htm
1081057333	20230120	202301	2023	2023.0548	AFR	AFRICA	AFR								ZAF	CAPE TOWN	ZAF								1	051	051	05	1	3.4	2	1	2	5.60165975103734	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20230120131500	https://www.finanznachrichten.de/nachrichten-2023-01/58110409-plentisoft-new-food-cake-baking-blog-launched-by-cape-cook-s-shelley-ann-kirsten-296.htm
1081057334	20230120	202301	2023	2023.0548	AFR	AFRICA	AFR								ZAF	CAPE TOWN	ZAF								1	051	051	05	1	3.4	2	1	2	5.60165975103734	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Kenilworth, Gauteng, South Africa	SF	SF06	77364	-26.2471	28.0473	-1243136	4	Kenilworth, Gauteng, South Africa	SF	SF06	77364	-26.2471	28.0473	-1243136	20230120131500	https://www.finanznachrichten.de/nachrichten-2023-01/58110409-plentisoft-new-food-cake-baking-blog-launched-by-cape-cook-s-shelley-ann-kirsten-296.htm
1081057335	20230120	202301	2023	2023.0548	AGR	FARMER						AGR													0	111	111	11	3	-2.0	3	1	3	-7.33772342427093	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	0								4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	20230120131500	https://www.downtoearth.org.in/news/africa/quelea-environmentalists-protest-kenyan-government-s-move-to-poison-millions-of-feathered-locusts--87235
1081057336	20230120	202301	2023	2023.0548	AGR	FARMER						AGR													0	111	111	11	3	-2.0	2	1	2	-7.33772342427093	1	Madagascar	MA	MA		-20	47	MA	0								1	Madagascar	MA	MA		-20	47	MA	20230120131500	https://www.downtoearth.org.in/news/africa/quelea-environmentalists-protest-kenyan-government-s-move-to-poison-millions-of-feathered-locusts--87235
1081057337	20230120	202301	2023	2023.0548	AGR	FARMER						AGR			BUS	BUSINESS						BUS			1	010	010	01	1	0.0	6	1	6	-3.57894736842106	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20230120131500	https://www.foxnews.com/media/arizona-farmer-sounds-alarm-migrant-surge-contaminating-crops-we-need-help-out-here
1081057338	20230120	202301	2023	2023.0548	AGR	FARMER						AGR			BUS	BUSINESS						BUS			1	010	010	01	1	0.0	2	1	2	-3.57894736842106	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20230120131500	https://www.foxnews.com/media/arizona-farmer-sounds-alarm-migrant-surge-contaminating-crops-we-need-help-out-here
1081057339	20230120	202301	2023	2023.0548	ARE	UNITED ARAB EMIRATES	ARE								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	-0.76335877862595	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20230120131500	https://www.daily-sun.com/post/669334/Pak-army-chief-Munir-takes-active-part-in-politics-despite-Bajwa%E2%80%99s-vow-to-keep-forces-away:-Report
1081057340	20230120	202301	2023	2023.0548	ARE	UNITED ARAB EMIRATES	ARE								PAK	PAKISTAN	PAK								0	043	043	04	1	2.8	2	1	2	-0.76335877862595	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20230120131500	https://www.daily-sun.com/post/669334/Pak-army-chief-Munir-takes-active-part-in-politics-despite-Bajwa%E2%80%99s-vow-to-keep-forces-away:-Report
1081057341	20230120	202301	2023	2023.0548	ARE	UNITED ARAB EMIRATES	ARE								PAK	PAKISTAN	PAK								0	043	043	04	1	2.8	2	1	2	-0.76335877862595	1	United Arab Emirates	AE	AE		24	54	AE	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	1	United Arab Emirates	AE	AE		24	54	AE	20230120131500	https://www.daily-sun.com/post/669334/Pak-army-chief-Munir-takes-active-part-in-politics-despite-Bajwa%E2%80%99s-vow-to-keep-forces-away:-Report
1081057342	20230120	202301	2023	2023.0548	AUS	VICTORIA	AUS																		0	010	010	01	1	0.0	5	1	5	0	5	Yukon Territory, Yukon, Canada	CA	CA12	25042	63	-136	-576336	0								5	Yukon Territory, Yukon, Canada	CA	CA12	25042	63	-136	-576336	20230120131500	https://www.so-co-it.com/post/675023/victoria-gold-3-59-g-t-au-over-83-5-meters-from-2022-raven-exploration-program.html
1081057343	20230120	202301	2023	2023.0548	AUS	AUSTRALIA	AUS																		1	070	070	07	2	7.0	6	1	4	-0.71485305798252	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20230120131500	https://www.meadvilletribune.com/news/production-explores-history-lore-of-allegheny-colleges-odd-fellows-building/article_377d0950-982e-11ed-ba77-cf65b83c01f9.html
1081057344	20230120	202301	2023	2023.0548	AUS	AUSTRALIA	AUS																		1	163	163	16	4	-8.0	4	1	4	-1.10619469026549	4	Charters Towers, Queensland, Australia	AS	AS04	40197	-20.0767	146.264	-1565242	0								4	Charters Towers, Queensland, Australia	AS	AS04	40197	-20.0767	146.264	-1565242	20230120131500	https://www.dailymail.co.uk/news/article-11657661/9-blocks-land-Flinders-Shire-council-offer-Australians-chance-buy-blocks-10.html
1081057345	20230120	202301	2023	2023.0548	AUS	AUSTRALIA	AUS																		1	163	163	16	4	-8.0	8	1	8	-1.10619469026549	4	Hughenden, Queensland, Australia	AS	AS04	5181	-20.844	144.2	-1579033	0								4	Hughenden, Queensland, Australia	AS	AS04	5181	-20.844	144.2	-1579033	20230120131500	https://www.dailymail.co.uk/news/article-11657661/9-blocks-land-Flinders-Shire-council-offer-Australians-chance-buy-blocks-10.html
1081057346	20230120	202301	2023	2023.0548	AUS	MURRAY	AUS								COP	POLICE						COP			0	010	010	01	1	0.0	10	1	10	-3.45268542199489	0								0								0								20230120131500	https://www.chattanoogan.com/2023/1/20/462398/Police-Blotter-Driver-Bails-Out-Of.aspx
1081057347	20230120	202301	2023	2023.0548	AUS	AUSTRALIA	AUS								GOV	GOVERNMENT						GOV			1	0311	031	03	1	5.2	2	1	2	-0.65502183406114	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230120131500	https://www.theepochtimes.com/solar-ambition-not-that-easy-mining-giant-ceo_4998780.html
1081057348	20230120	202301	2023	2023.0548	AUSHLH	AUSTRALIA	AUS					HLH													1	042	042	04	1	1.9	10	1	10	-2.38907849829351	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20230120131500	https://www.brainerddispatch.com/community/this-was-brainerd-jan-20-2
1081057349	20230120	202301	2023	2023.0548	AUSMED	AUSTRALIAN	AUS					MED			GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	6	1	6	3.33333333333333	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230120131500	https://www.globalcement.com/news/item/15200-australian-government-to-reduce-industrial-emissions-limits
1081057350	20230120	202301	2023	2023.0548	AZE	AZERBAIJAN	AZE								EUR	EUROPE	EUR								1	061	061	06	2	6.4	5	1	5	0	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20230120131500	https://english.nv.ua/business/azerbaijan-to-double-gas-supplies-to-europe-taking-gazprom-s-share-50298826.html
1081057351	20230120	202301	2023	2023.0548	AZE	AZERBAIJAN	AZE								IGOEUREEC	THE EU	EUR	EEC				IGO			1	057	057	05	1	8.0	10	1	10	0	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20230120131500	https://english.nv.ua/business/azerbaijan-to-double-gas-supplies-to-europe-taking-gazprom-s-share-50298826.html
1081057352	20230120	202301	2023	2023.0548	BEL	BRUSSELS	BEL								DEU	BERLIN	DEU								1	036	036	03	1	4.0	2	1	2	-3.6144578313253	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20230120131500	https://www.arabnews.com/node/2235981/middle-east
1081057353	20230120	202301	2023	2023.0548	BGD	BANGLADESH	BGD																		1	120	120	12	3	-4.0	3	1	3	-0.28328611898017	1	Bangladesh	BG	BG		24	90	BG	0								1	Bangladesh	BG	BG		24	90	BG	20230120131500	https://www.tbsnews.net/bangladesh/politics/foreigners-directives-over-democracy-not-be-allowed-quader-571262
1081057354	20230120	202301	2023	2023.0548	BRA	BRAZIL	BRA																		1	110	110	11	3	-2.0	4	1	4	-1.85676392572944	4	Niteroi, Estado do Rio, Brazil	BR	BR21	9941	-22.9021	-43.1303	-657134	0								4	Niteroi, Estado do Rio, Brazil	BR	BR21	9941	-22.9021	-43.1303	-657134	20230120131500	https://www.ctvnews.ca/world/embattled-u-s-rep-george-santos-was-drag-queen-in-brazil-pageants-associates-say-1.6237465
1081057355	20230120	202301	2023	2023.0548	BRA	BRAZIL	BRA																		1	120	120	12	3	-4.0	2	1	2	-4.28893905191873	3	World Trade Center, Florida, United States	US	USFL	FL086	25.7657	-80.1948	293779	0								3	World Trade Center, Florida, United States	US	USFL		25.7657	-80.1948	293779	20230120131500	https://gcn.ie/gay-republican-george-santos-drag-queen/
1081057356	20230120	202301	2023	2023.0548	BRA	BRAZIL	BRA																		1	120	120	12	3	-4.0	2	1	2	-4.28893905191873	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20230120131500	https://gcn.ie/gay-republican-george-santos-drag-queen/
1081057357	20230120	202301	2023	2023.0548	BRA	BRAZIL	BRA								LEG	CONGRESS						LEG			1	051	051	05	1	3.4	2	1	2	-4.28893905191873	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20230120131500	https://gcn.ie/gay-republican-george-santos-drag-queen/
1081057358	20230120	202301	2023	2023.0548	BRA	BRAZIL	BRA								USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-4.28893905191873	1	Brazil	BR	BR		-10	-55	BR	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230120131500	https://gcn.ie/gay-republican-george-santos-drag-queen/
1081057359	20230120	202301	2023	2023.0548	BUS	INDUSTRY						BUS													1	010	010	01	1	0.0	5	1	5	3.87755102040817	4	Shikarpur, Sindh, Pakistan	PK	PK05	40404	27.9571	68.6379	-2774502	0								4	Shikarpur, Sindh, Pakistan	PK	PK05	40404	27.9571	68.6379	-2774502	20230120131500	https://menafn.com/1105455996/Pakistan-Prime-Minister-Hails-UAEs-Support-Across-All-Fronts
1081057360	20230120	202301	2023	2023.0548	BUS	COMPANY						BUS													0	010	010	01	1	0.0	10	1	10	0	5	Yukon Territory, Yukon, Canada	CA	CA12	25042	63	-136	-576336	0								5	Yukon Territory, Yukon, Canada	CA	CA12	25042	63	-136	-576336	20230120131500	https://www.so-co-it.com/post/675023/victoria-gold-3-59-g-t-au-over-83-5-meters-from-2022-raven-exploration-program.html
1081057361	20230120	202301	2023	2023.0548	BUS	COMPANY						BUS													0	011	011	01	1	-0.1	10	1	10	-0.71485305798252	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20230120131500	https://www.meadvilletribune.com/news/production-explores-history-lore-of-allegheny-colleges-odd-fellows-building/article_377d0950-982e-11ed-ba77-cf65b83c01f9.html
1081057362	20230120	202301	2023	2023.0548	BUS	CORPORATION						BUS													1	014	014	01	1	0.0	4	1	4	0.0811030008110301	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20230120131500	https://www.voice-online.co.uk/news/uk-news/2023/01/20/bbc-backtracks-on-plans-to-cut-black-and-asian-programmes-from-local-radio/
1081057363	20230120	202301	2023	2023.0548	BUS	CORPORATION						BUS													1	014	014	01	1	0.0	6	1	6	0.0811030008110301	4	Windrush, Gloucestershire, United Kingdom	UK	UKE6	40109	51.8	-1.71667	-2611827	0								4	Windrush, Gloucestershire, United Kingdom	UK	UKE6	40109	51.8	-1.71667	-2611827	20230120131500	https://www.voice-online.co.uk/news/uk-news/2023/01/20/bbc-backtracks-on-plans-to-cut-black-and-asian-programmes-from-local-radio/
1081057364	20230120	202301	2023	2023.0548	BUS	COMPANY						BUS													0	014	014	01	1	0.0	1	1	1	-1.46579804560261	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20230120131500	https://www.thenation.com/article/economy/big-pharma-greed-knows-no-bounds/
1081057365	20230120	202301	2023	2023.0548	BUS	COMPANY						BUS													0	014	014	01	1	0.0	4	1	4	-1.46579804560261	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20230120131500	https://www.thenation.com/article/economy/big-pharma-greed-knows-no-bounds/
1081057366	20230120	202301	2023	2023.0548	BUS	COMPANY						BUS													0	020	020	02	1	3.0	4	1	4	-1.46579804560261	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20230120131500	https://www.thenation.com/article/economy/big-pharma-greed-knows-no-bounds/
1081057367	20230120	202301	2023	2023.0548	BUS	INVESTOR						BUS													1	040	040	04	1	1.0	3	1	3	1.1090573012939	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20230120131500	https://www.finanznachrichten.de/nachrichten-2023-01/58110281-nextech-ar-solutions-corp-to-present-at-the-alphanorth-capital-event-on-january-21st-200.htm
1081057368	20230120	202301	2023	2023.0548	BUS	ENTREPRENEUR						BUS													1	040	040	04	1	1.0	3	1	3	-3.80952380952381	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	0								3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20230120131500	https://dailyvoice.com/new-york/newrochelle/news/ids-released-for-pilot-passenger-killed-in-small-plane-crash-near-westchester-county-airport/854666/
1081057369	20230120	202301	2023	2023.0548	BUS	BUSINESS						BUS													0	040	040	04	1	1.0	10	1	10	3.20404721753795	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20230120131500	https://www.parking.net/parking-jobs/amano-mcgann-inc/area-market-leader-remote-tukwila-us
1081057370	20230120	202301	2023	2023.0548	BUS	COMPANY						BUS													1	071	071	07	2	7.4	10	1	10	1.02986611740473	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20230120131500	https://www.etfdailynews.com/2023/01/20/us-bancorp-de-has-903000-stake-in-crane-holdings-co-nysecr/
1081057371	20230120	202301	2023	2023.0548	BUS	BUSINESS						BUS													1	090	090	09	2	-2.0	10	1	10	-1.46579804560261	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20230120131500	https://www.thenation.com/article/economy/big-pharma-greed-knows-no-bounds/
1081057372	20230120	202301	2023	2023.0548	BUS	BUSINESS						BUS													1	111	111	11	3	-2.0	10	1	10	0.44052863436123	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20230120131500	https://economictimes.indiatimes.com/news/company/corporate-trends/spencers-retail-ceo-devndra-chawla-resigns/articleshow/97177273.cms
1081057373	20230120	202301	2023	2023.0548	BUS	INDUSTRY						BUS													0	120	120	12	3	-4.0	5	1	5	-2.63852242744064	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20230120131500	http://tehelka.com/a-woman-with-wings/
1081057374	20230120	202301	2023	2023.0548	BUS	COMPANIES						BUS													0	131	131	13	3	-5.8	5	1	5	2.20507166482911	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20230120131500	https://www.forbes.com/sites/forbesbusinesscouncil/2023/01/20/putting-patients-before-insurance-and-providing-the-highest-level-of-healthcare/
1081057375	20230120	202301	2023	2023.0548	BUS	COMPANIES						BUS													0	141	141	14	3	-6.5	10	1	10	-0.35906642728904	0								0								0								20230120131500	https://www.forbes.com/sites/sachinjain/2023/01/20/ending-the-epidemic-of-magical-thinking-in-healthcare/
1081057376	20230120	202301	2023	2023.0548	BUS	COMPANIES						BUS													0	172	172	17	4	-5.0	2	1	2	-2.32198142414861	3	Loveland, Iowa, United States	US	USIA	IA155	41.4972	-95.89	458646	0								3	Loveland, Iowa, United States	US	USIA	IA155	41.4972	-95.89	458646	20230120131500	https://www.thegazette.com/environment-nature/towns-drinking-water-contamination-returns-after-testing-ends/
1081057377	20230120	202301	2023	2023.0548	BUS	COMPANIES						BUS													0	172	172	17	4	-5.0	2	1	2	-2.32198142414861	3	Muscatine, Iowa, United States	US	USIA	IA139	41.4245	-91.0432	465186	0								3	Muscatine, Iowa, United States	US	USIA	IA139	41.4245	-91.0432	465186	20230120131500	https://www.thegazette.com/environment-nature/towns-drinking-water-contamination-returns-after-testing-ends/
1081057378	20230120	202301	2023	2023.0548	BUS	COMPANIES						BUS													0	172	172	17	4	-5.0	9	1	9	-2.32198142414861	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20230120131500	https://www.thegazette.com/environment-nature/towns-drinking-water-contamination-returns-after-testing-ends/
1081057379	20230120	202301	2023	2023.0548	BUS	MANUFACTURER						BUS			CAN	CANADA	CAN								0	020	020	02	1	3.0	1	1	1	2.81899109792285	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20230120131500	https://autosphere.ca/tires/2023/01/20/tire-manufacturers-promotions-on-the-purchase-of-new-sets/
1081057380	20230120	202301	2023	2023.0548	BUS	INVESTOR						BUS			CAN	CANADA	CAN								1	040	040	04	1	1.0	1	1	1	1.1090573012939	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20230120131500	https://www.finanznachrichten.de/nachrichten-2023-01/58110281-nextech-ar-solutions-corp-to-present-at-the-alphanorth-capital-event-on-january-21st-200.htm
1081057381	20230120	202301	2023	2023.0548	BUS	BUSINESS						BUS			CHN	CHINA	CHN								0	046	046	04	1	7.0	4	1	4	0.13262599469496	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	1	China	CH	CH		35	105	CH	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	20230120131500	http://www.msn.com/en-us/news/politics/in-senegal-yellen-talks-about-future-of-us-africa-relations/ar-AA16yG5Z
1081057382	20230120	202301	2023	2023.0548	BUS	BUSINESS						BUS			EDU	STUDENT						EDU			1	036	036	03	1	4.0	2	1	2	-3.82890651948948	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20230120131500	https://www.graphic.com.gh/news/general-news/one-year-after-apiatse-explosion-victims-cry-for-more-help.html
1081057383	20230120	202301	2023	2023.0548	BUS	COMPANIES						BUS			FRA	PARIS	FRA								1	036	036	03	1	4.0	10	1	10	-2.4	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	20230120131500	https://www.pharmaceutical-technology.com/sponsored/the-impact-of-climate-change-on-the-pharma-supply-chain/
1081057384	20230120	202301	2023	2023.0548	BUS	BUSINESS TYCOON						BUS			GBR	SCOT	GBR								1	010	010	01	1	0.0	10	1	10	-2.52100840336135	0								0								0								20230120131500	https://www.dailyrecord.co.uk/entertainment/celebrity/bbc-apprentice-scots-star-reece-29005847
1081057385	20230120	202301	2023	2023.0548	BUS	COMPANIES						BUS			GBR	WALES	GBR								1	057	057	05	1	8.0	3	1	3	6.29095674967235	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20230120131500	http://www.oedigital.com/news/502298-crown-estate-signs-deals-for-six-offshore-wind-projects-that-could-power-7-million-uk-homes
1081057386	20230120	202301	2023	2023.0548	BUS	BUSINESS						BUS			GHA	GHANA	GHA								1	036	036	03	1	4.0	4	1	4	-3.82890651948948	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Bogoso, Ghana (general), Ghana	GH	GH00	190591	5.56575	-2.01607	-2071171	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20230120131500	https://www.graphic.com.gh/news/general-news/one-year-after-apiatse-explosion-victims-cry-for-more-help.html
1081057387	20230120	202301	2023	2023.0548	BUS	BUSINESS						BUS			GHA	GHANA	GHA								1	036	036	03	1	4.0	4	1	4	-3.82890651948948	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	5	Western Region, Western, Ghana	GH	GH09	190645	5.5	-2.5	-2079999	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20230120131500	https://www.graphic.com.gh/news/general-news/one-year-after-apiatse-explosion-victims-cry-for-more-help.html
1081057388	20230120	202301	2023	2023.0548	BUS	COMPANIES						BUS			HLH	DOCTOR						HLH			1	100	100	10	3	-5.0	10	1	10	2.20507166482911	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230120131500	https://www.forbes.com/sites/forbesbusinesscouncil/2023/01/20/putting-patients-before-insurance-and-providing-the-highest-level-of-healthcare/
1081057389	20230120	202301	2023	2023.0548	BUS	COMPANY						BUS			LAB	EMPLOYEE						LAB			1	112	112	11	3	-2.0	10	1	10	-2.31023102310231	4	Kilifi, Coast, Kenya	KE	KE02	18585	-3.63045	39.8499	-2250716	4	Kilifi, Coast, Kenya	KE	KE02	18585	-3.63045	39.8499	-2250716	4	Kilifi, Coast, Kenya	KE	KE02	18585	-3.63045	39.8499	-2250716	20230120131500	https://www.capitalfm.co.ke/business/2023/01/kilifi-cashew-nut-firm-on-the-spot-over-workers-neglect/
1081057390	20230120	202301	2023	2023.0548	BUS	COMPANY						BUS			MED	MAGAZINE						MED			1	010	010	01	1	0.0	5	1	5	2.68199233716476	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20230120131500	https://www.pv-magazine.com/2023/01/20/renac-unveils-high-voltage-hybrid-inverters-for-residential-applications/
